Bmo_Pep Pra_Pep Bmo_Nscaff Bmo_Nscaff_Pep_Start Bmo_Nscaff_Pep_End Bmo_Chrom Bmo_Nscaf_Order_within_Chrom
BGIBMGA008534-PA pra627.5 nscaf2902 8690471 8699122 18 18.2
BGIBMGA008534-PA pra627.6 nscaf2902 8690471 8699122 18 18.2
BGIBMGA008536-PA pra627.2 nscaf2902 8706055 8709908 18 18.2
BGIBMGA008538-PA pra627.1 nscaf2902 8806637 8821331 18 18.2
BGIBMGA008539-PA pra165.10 nscaf2902 8833207 8835912 18 18.2
BGIBMGA008539-PA pra2224.4 nscaf2902 8833207 8835912 18 18.2
BGIBMGA008539-PA pra28935.1 nscaf2902 8833207 8835912 18 18.2
BGIBMGA008541-PA pra1735.2 nscaf2902 8901012 8908905 18 18.2
BGIBMGA008542-PA pra1735.7 nscaf2902 9099398 9104147 18 18.2
BGIBMGA008543-PA pra5674.1 nscaf2902 9324200 9324679 18 18.2
BGIBMGA008544-PA pra4.34 nscaf2902 9556909 9558220 18 18.2
BGIBMGA008546-PA pra4.36 nscaf2902 9581973 9582515 18 18.2
BGIBMGA008547-PA pra4.38 nscaf2902 9622645 9622956 18 18.2
BGIBMGA008548-PA pra4.45 nscaf2902 9626119 9629178 18 18.2
BGIBMGA008551-PA pra4.43 nscaf2902 9665114 9671935 18 18.2
BGIBMGA008552-PA pra4.42 nscaf2902 9743064 9757930 18 18.2
BGIBMGA008554-PA pra4.46 nscaf2902 10238949 10246923 18 18.2
BGIBMGA008555-PA pra4.47 nscaf2902 10262610 10277039 18 18.2
BGIBMGA008556-PA pra4.48 nscaf2902 10308254 10322050 18 18.2
BGIBMGA008556-PA pra4.49 nscaf2902 10308254 10322050 18 18.2
BGIBMGA008557-PA pra4.50 nscaf2902 10332855 10342479 18 18.2
BGIBMGA008558-PA pra138.41 nscaf2902 10385777 10395090 18 18.2
BGIBMGA008560-PA pra138.39 nscaf2902 10429350 10439007 18 18.2
BGIBMGA008561-PA pra138.38 nscaf2902 10474203 10490826 18 18.2
BGIBMGA008562-PA pra138.37 nscaf2902 10500585 10505143 18 18.2
BGIBMGA008563-PA pra138.35 nscaf2902 10536050 10540819 18 18.2
BGIBMGA008564-PA pra511.31 nscaf2902 10614612 10619643 18 18.2
BGIBMGA008565-PA pra138.33 nscaf2902 10657558 10658684 18 18.2
BGIBMGA008566-PA pra138.32 nscaf2902 10710490 10713746 18 18.2
BGIBMGA008571-PA pra138.20 nscaf2902 10875154 10877751 18 18.2
BGIBMGA008572-PA pra138.24 nscaf2902 10953455 10958816 18 18.2
BGIBMGA008572-PA pra138.25 nscaf2902 10953455 10958816 18 18.2
BGIBMGA008572-PA pra138.26 nscaf2902 10953455 10958816 18 18.2
BGIBMGA008573-PA pra138.14 nscaf2902 11126976 11131370 18 18.2
BGIBMGA008574-PA pra2477.18 nscaf2902 11152929 11154705 18 18.2
BGIBMGA008574-PA pra588.4 nscaf2902 11152929 11154705 18 18.2
BGIBMGA008575-PA pra13.2 nscaf2903 1427906 1434645 18 18.4
BGIBMGA008576-PA pra13.3 nscaf2903 1082217 1084484 18 18.4
BGIBMGA008584-PA pra13.4 nscaf2903 529838 536870 18 18.4
BGIBMGA008586-PA pra493.5 nscaf2903 362951 372575 18 18.4
BGIBMGA008588-PA pra493.2 nscaf2903 330505 344849 18 18.4
BGIBMGA008589-PA pra4.54 nscaf2903 260652 265060 18 18.4
BGIBMGA008592-PA pra4.53 nscaf2903 96999 100456 18 18.4
BGIBMGA008593-PA pra151.29 nscaf2903 121223 124484 18 18.4
BGIBMGA008594-PA pra493.1 nscaf2903 312725 322973 18 18.4
BGIBMGA008595-PA pra493.3 nscaf2903 347215 350166 18 18.4
BGIBMGA008596-PA pra493.4 nscaf2903 353391 356020 18 18.4
BGIBMGA008597-PA pra493.7 nscaf2903 390226 392208 18 18.4
BGIBMGA008598-PA pra493.9 nscaf2903 440703 442007 18 18.4
BGIBMGA008599-PA pra493.8 nscaf2903 494356 495249 18 18.4
BGIBMGA008602-PA pra881.6 nscaf2903 976889 1005852 18 18.4
BGIBMGA008602-PA pra881.7 nscaf2903 976889 1005852 18 18.4
BGIBMGA008604-PA pra1190.3 nscaf2905 441551 451475 7 7.5
BGIBMGA008604-PA pra1190.4 nscaf2905 441551 451475 7 7.5
BGIBMGA008605-PA pra1190.5 nscaf2905 415586 418661 7 7.5
BGIBMGA008607-PA pra1190.6 nscaf2905 375328 376857 7 7.5
BGIBMGA008610-PA pra1190.8 nscaf2905 364516 365520 7 7.5
BGIBMGA008610-PA pra22.10 nscaf2905 364516 365520 7 7.5
BGIBMGA008610-PA pra22.11 nscaf2905 364516 365520 7 7.5
BGIBMGA008610-PA pra22.12 nscaf2905 364516 365520 7 7.5
BGIBMGA008610-PA pra744.1 nscaf2905 364516 365520 7 7.5
BGIBMGA008611-PA pra1190.9 nscaf2905 359594 360217 7 7.5
BGIBMGA008612-PA pra1190.11 nscaf2905 347541 357162 7 7.5
BGIBMGA008614-PA pra522.9 nscaf2905 275241 278888 7 7.5
BGIBMGA008615-PA pra297.13 nscaf2905 256248 256439 7 7.5
BGIBMGA008616-PA pra1029.4 nscaf2905 189471 192119 7 7.5
BGIBMGA008616-PA pra293.19 nscaf2905 189471 192119 7 7.5
BGIBMGA008616-PA pra924.4 nscaf2905 189471 192119 7 7.5
BGIBMGA008619-PA pra187.5 nscaf2905 130026 132729 7 7.5
BGIBMGA008620-PA pra187.4 nscaf2905 105650 106033 7 7.5
BGIBMGA008621-PA pra187.2 nscaf2905 96329 99925 7 7.5
BGIBMGA008624-PA pra187.3 nscaf2905 103389 104785 7 7.5
BGIBMGA008625-PA pra187.6 nscaf2905 108105 127952 7 7.5
BGIBMGA008626-PA pra187.7 nscaf2905 138334 157144 7 7.5
BGIBMGA008630-PA pra1190.12 nscaf2905 295963 306041 7 7.5
BGIBMGA008632-PA pra1190.7 nscaf2905 374039 374995 7 7.5
BGIBMGA008633-PA pra1190.2 nscaf2905 458128 469802 7 7.5
BGIBMGA008634-PA pra1362.1 nscaf2909 113347 125473 U NA
BGIBMGA008637-PA pra1362.7 nscaf2910 510899 527354 7 7.7
BGIBMGA008639-PA pra1362.9 nscaf2910 431304 432517 7 7.7
BGIBMGA008640-PA pra1463.5 nscaf2910 406807 412073 7 7.7
BGIBMGA008641-PA pra1463.6 nscaf2910 390414 391474 7 7.7
BGIBMGA008648-PA pra1362.4 nscaf2910 29082 32675 7 7.7
BGIBMGA008649-PA pra1362.2 nscaf2910 8944 13214 7 7.7
BGIBMGA008650-PA pra1362.3 nscaf2910 23012 23671 7 7.7
BGIBMGA008650-PA pra41286.33 nscaf2910 23012 23671 7 7.7
BGIBMGA008654-PA pra1362.6 nscaf2910 253988 254898 7 7.7
BGIBMGA008656-PA pra380.5 nscaf2910 568445 571884 7 7.7
BGIBMGA008658-PA pra380.3 nscaf2910 589819 595376 7 7.7
BGIBMGA008660-PA pra3081.3 nscaf2912 1360976 1370807 7 7.6
BGIBMGA008662-PA pra3081.5 nscaf2912 1338027 1339064 7 7.6
BGIBMGA008663-PA pra3081.6 nscaf2912 1333450 1335195 7 7.6
BGIBMGA008664-PA pra670.2 nscaf2912 1287453 1294921 7 7.6
BGIBMGA008665-PA pra670.3 nscaf2912 1250626 1268273 7 7.6
BGIBMGA008666-PA pra670.5 nscaf2912 1176064 1185992 7 7.6
BGIBMGA008668-PA pra10089.1 nscaf2912 1124441 1141084 7 7.6
BGIBMGA008668-PA pra670.6 nscaf2912 1124441 1141084 7 7.6
BGIBMGA008669-PA pra670.7 nscaf2912 1107618 1120897 7 7.6
BGIBMGA008670-PA pra64.50 nscaf2912 1068266 1072888 7 7.6
BGIBMGA008670-PA pra670.10 nscaf2912 1068266 1072888 7 7.6
BGIBMGA008671-PA pra670.12 nscaf2912 1040385 1041362 7 7.6
BGIBMGA008673-PA pra670.15 nscaf2912 942360 950283 7 7.6
BGIBMGA008674-PA pra670.16 nscaf2912 933761 939319 7 7.6
BGIBMGA008675-PA pra670.18 nscaf2912 920402 921851 7 7.6
BGIBMGA008676-PA pra670.20 nscaf2912 908232 909168 7 7.6
BGIBMGA008679-PA pra670.22 nscaf2912 884580 899205 7 7.6
BGIBMGA008679-PA pra670.23 nscaf2912 884580 899205 7 7.6
BGIBMGA008680-PA pra670.25 nscaf2912 861012 864552 7 7.6
BGIBMGA008681-PA pra522.26 nscaf2912 760017 770375 7 7.6
BGIBMGA008682-PA pra522.24 nscaf2912 732421 733983 7 7.6
BGIBMGA008686-PA pra522.21 nscaf2912 464694 478058 7 7.6
BGIBMGA008687-PA pra522.18 nscaf2912 312658 317230 7 7.6
BGIBMGA008688-PA pra522.16 nscaf2912 278564 284553 7 7.6
BGIBMGA008689-PA pra522.14 nscaf2912 260958 267651 7 7.6
BGIBMGA008693-PA pra2030.1 nscaf2912 121217 129936 7 7.6
BGIBMGA008699-PA pra522.13 nscaf2912 79845 80965 7 7.6
BGIBMGA008701-PA pra430.79 nscaf2912 196475 197161 7 7.6
BGIBMGA008701-PA pra5423.1 nscaf2912 196475 197161 7 7.6
BGIBMGA008701-PA pra579.19 nscaf2912 196475 197161 7 7.6
BGIBMGA008701-PA pra579.20 nscaf2912 196475 197161 7 7.6
BGIBMGA008705-PA pra522.15 nscaf2912 270454 271134 7 7.6
BGIBMGA008706-PA pra522.17 nscaf2912 287215 302804 7 7.6
BGIBMGA008709-PA pra522.19 nscaf2912 405540 407195 7 7.6
BGIBMGA008712-PA pra522.22 nscaf2912 645075 652177 7 7.6
BGIBMGA008713-PA pra522.23 nscaf2912 652880 666449 7 7.6
BGIBMGA008714-PA pra522.25 nscaf2912 754471 756894 7 7.6
BGIBMGA008716-PA pra670.24 nscaf2912 866052 879907 7 7.6
BGIBMGA008717-PA pra670.21 nscaf2912 900838 902066 7 7.6
BGIBMGA008718-PA pra670.19 nscaf2912 910393 918074 7 7.6
BGIBMGA008719-PA pra670.17 nscaf2912 923747 929845 7 7.6
BGIBMGA008721-PA pra670.14 nscaf2912 1020855 1026990 7 7.6
BGIBMGA008722-PA pra670.13 nscaf2912 1037185 1037959 7 7.6
BGIBMGA008723-PA pra670.11 nscaf2912 1052080 1057263 7 7.6
BGIBMGA008724-PA pra670.9 nscaf2912 1075830 1077951 7 7.6
BGIBMGA008725-PA pra670.8 nscaf2912 1096827 1104512 7 7.6
BGIBMGA008726-PA pra670.4 nscaf2912 1227991 1243918 7 7.6
BGIBMGA008727-PA pra3081.7 nscaf2912 1306599 1325839 7 7.6
BGIBMGA008727-PA pra670.1 nscaf2912 1306599 1325839 7 7.6
BGIBMGA008728-PA pra3081.4 nscaf2912 1341627 1343223 7 7.6
BGIBMGA008730-PA pra3081.2 nscaf2912 1432992 1441593 7 7.6
BGIBMGA008732-PA pra312.1 nscaf2913 13565 19342 U NA
BGIBMGA008734-PA pra3370.2 nscaf2915 3866 10668 U NA
BGIBMGA008734-PA pra415.2 nscaf2915 3866 10668 U NA
BGIBMGA008736-PA pra389.7 nscaf2916 817626 822694 24 24.7
BGIBMGA008737-PA pra389.2 nscaf2916 778382 779774 24 24.7
BGIBMGA008740-PA pra618.2 nscaf2916 699633 710379 24 24.7
BGIBMGA008742-PA pra1254.3 nscaf2916 600158 601249 24 24.7
BGIBMGA008743-PA pra1254.10 nscaf2916 589655 596732 24 24.7
BGIBMGA008743-PA pra1254.4 nscaf2916 589655 596732 24 24.7
BGIBMGA008743-PA pra1254.5 nscaf2916 589655 596732 24 24.7
BGIBMGA008745-PA pra1254.11 nscaf2916 579703 584368 24 24.7
BGIBMGA008745-PA pra1254.6 nscaf2916 579703 584368 24 24.7
BGIBMGA008746-PA pra1254.7 nscaf2916 568077 574623 24 24.7
BGIBMGA008747-PA pra1254.9 nscaf2916 549324 552397 24 24.7
BGIBMGA008749-PA pra41326.2 nscaf2916 481254 483293 24 24.7
BGIBMGA008750-PA pra1254.8 nscaf2916 440016 467307 24 24.7
BGIBMGA008752-PA pra120.23 nscaf2916 414138 422352 24 24.7
BGIBMGA008755-PA pra415.11 nscaf2916 356413 362504 24 24.7
BGIBMGA008755-PA pra415.14 nscaf2916 356413 362504 24 24.7
BGIBMGA008758-PA pra415.12 nscaf2916 312180 325195 24 24.7
BGIBMGA008762-PA pra415.10 nscaf2916 265744 274190 24 24.7
BGIBMGA008766-PA pra415.7 nscaf2916 227816 235454 24 24.7
BGIBMGA008766-PA pra415.8 nscaf2916 227816 235454 24 24.7
BGIBMGA008766-PA pra415.9 nscaf2916 227816 235454 24 24.7
BGIBMGA008768-PA pra415.5 nscaf2916 198551 200939 24 24.7
BGIBMGA008773-PA pra415.6 nscaf2916 132612 139855 24 24.7
BGIBMGA008774-PA pra793.3 nscaf2916 54708 57305 24 24.7
BGIBMGA008775-PA pra793.2 nscaf2916 38690 45156 24 24.7
BGIBMGA008776-PA pra16360.1 nscaf2916 10239 20228 24 24.7
BGIBMGA008776-PA pra30306.1 nscaf2916 10239 20228 24 24.7
BGIBMGA008776-PA pra793.1 nscaf2916 10239 20228 24 24.7
BGIBMGA008779-PA pra1569.6 nscaf2916 98060 130390 24 24.7
BGIBMGA008779-PA pra793.4 nscaf2916 98060 130390 24 24.7
BGIBMGA008779-PA pra8294.1 nscaf2916 98060 130390 24 24.7
BGIBMGA008780-PA pra415.4 nscaf2916 215795 218591 24 24.7
BGIBMGA008782-PA pra415.15 nscaf2916 364119 369961 24 24.7
BGIBMGA008784-PA pra415.16 nscaf2916 389662 395236 24 24.7
BGIBMGA008785-PA pra41326.3 nscaf2916 472181 479294 24 24.7
BGIBMGA008786-PA pra41326.1 nscaf2916 485240 492454 24 24.7
BGIBMGA008789-PA pra1254.16 nscaf2916 524886 530106 24 24.7
BGIBMGA008790-PA pra1254.12 nscaf2916 537307 538277 24 24.7
BGIBMGA008790-PA pra1254.15 nscaf2916 537307 538277 24 24.7
BGIBMGA008793-PA pra3837.1 nscaf2916 637210 638436 24 24.7
BGIBMGA008794-PA pra1254.2 nscaf2916 678010 684999 24 24.7
BGIBMGA008794-PA pra828.32 nscaf2916 678010 684999 24 24.7
BGIBMGA008795-PA pra389.10 nscaf2916 732164 735525 24 24.7
BGIBMGA008795-PA pra389.5 nscaf2916 732164 735525 24 24.7
BGIBMGA008796-PA pra389.6 nscaf2916 737920 741367 24 24.7
BGIBMGA008800-PA pra451.7 nscaf2916 768581 769492 24 24.7
BGIBMGA008801-PA pra181.7 nscaf2916 840370 855347 24 24.7
BGIBMGA008802-PA pra303.1 nscaf2924 794067 800677 3 NA
BGIBMGA008802-PA pra319.2 nscaf2924 794067 800677 3 NA
BGIBMGA008803-PA pra319.1 nscaf2924 751976 752290 3 NA
BGIBMGA008806-PA pra291.2 nscaf2924 67780 94515 3 NA
BGIBMGA008808-PA pra291.4 nscaf2924 33868 34752 3 NA
BGIBMGA008811-PA pra220.56 nscaf2925 920054 929840 3 3.8
BGIBMGA008812-PA pra220.58 nscaf2925 870274 892574 3 3.8
BGIBMGA008813-PA pra220.60 nscaf2925 859231 859779 3 3.8
BGIBMGA008815-PA pra220.59 nscaf2925 847963 848502 3 3.8
BGIBMGA008816-PA pra220.61 nscaf2925 787583 788880 3 3.8
BGIBMGA008817-PA pra220.62 nscaf2925 356450 363747 3 3.8
BGIBMGA008817-PA pra220.63 nscaf2925 356450 363747 3 3.8
BGIBMGA008818-PA pra220.65 nscaf2925 44134 46448 3 3.8
BGIBMGA008818-PA pra51.24 nscaf2925 44134 46448 3 3.8
BGIBMGA008820-PA pra273.33 nscaf2925 2515 9181 3 3.8
BGIBMGA008820-PA pra273.34 nscaf2925 2515 9181 3 3.8
BGIBMGA008821-PA pra273.32 nscaf2925 24045 32275 3 3.8
BGIBMGA008822-PA pra1748.1 nscaf2925 36747 41576 3 3.8
BGIBMGA008825-PA pra251.11 nscaf2925 190240 194944 3 3.8
BGIBMGA008834-PA pra220.57 nscaf2925 894811 906361 3 3.8
BGIBMGA008838-PA pra220.53 nscaf2927 125435 133845 3 3.7
BGIBMGA008839-PA pra220.52 nscaf2927 138804 144885 3 3.7
BGIBMGA008840-PA pra220.51 nscaf2927 149748 154355 3 3.7
BGIBMGA008841-PA pra220.50 nscaf2927 170497 173826 3 3.7
BGIBMGA008842-PA pra220.49 nscaf2927 178122 184369 3 3.7
BGIBMGA008842-PA pra31997.1 nscaf2927 178122 184369 3 3.7
BGIBMGA008844-PA pra291.6 nscaf2930 6320862 6322669 3 3.5
BGIBMGA008846-PA pra291.8 nscaf2930 6135801 6140192 3 3.5
BGIBMGA008847-PA pra409.22 nscaf2930 6023836 6029201 3 3.5
BGIBMGA008848-PA pra409.20 nscaf2930 5951975 5959457 3 3.5
BGIBMGA008849-PA pra7595.1 nscaf2930 5851561 5869256 3 3.5
BGIBMGA008851-PA pra455.1 nscaf2930 5584727 5592182 3 3.5
BGIBMGA008853-PA pra455.3 nscaf2930 5501072 5531237 3 3.5
BGIBMGA008855-PA pra455.6 nscaf2930 5383205 5385697 3 3.5
BGIBMGA008856-PA pra455.7 nscaf2930 5350967 5360780 3 3.5
BGIBMGA008858-PA pra668.17 nscaf2930 4891648 4905370 3 3.5
BGIBMGA008859-PA pra668.14 nscaf2930 4784062 4789733 3 3.5
BGIBMGA008859-PA pra668.15 nscaf2930 4784062 4789733 3 3.5
BGIBMGA008859-PA pra668.9 nscaf2930 4784062 4789733 3 3.5
BGIBMGA008860-PA pra668.13 nscaf2930 4772595 4776104 3 3.5
BGIBMGA008861-PA pra668.12 nscaf2930 4759966 4765051 3 3.5
BGIBMGA008861-PA pra98.27 nscaf2930 4759966 4765051 3 3.5
BGIBMGA008862-PA pra668.11 nscaf2930 4756011 4757641 3 3.5
BGIBMGA008864-PA pra614.24 nscaf2930 4530361 4532488 3 3.5
BGIBMGA008865-PA pra614.22 nscaf2930 4519277 4522038 3 3.5
BGIBMGA008867-PA pra614.16 nscaf2930 4447914 4464685 3 3.5
BGIBMGA008868-PA pra614.14 nscaf2930 4438530 4441281 3 3.5
BGIBMGA008869-PA pra614.12 nscaf2930 4380938 4384367 3 3.5
BGIBMGA008870-PA pra614.10 nscaf2930 4360249 4366558 3 3.5
BGIBMGA008871-PA pra614.9 nscaf2930 4327489 4334778 3 3.5
BGIBMGA008872-PA pra614.11 nscaf2930 4310460 4318115 3 3.5
BGIBMGA008873-PA pra614.3 nscaf2930 4132229 4149144 3 3.5
BGIBMGA008873-PA pra614.5 nscaf2930 4132229 4149144 3 3.5
BGIBMGA008873-PA pra614.6 nscaf2930 4132229 4149144 3 3.5
BGIBMGA008874-PA pra614.2 nscaf2930 4115248 4122844 3 3.5
BGIBMGA008875-PA pra4819.3 nscaf2930 4055933 4064329 3 3.5
BGIBMGA008875-PA pra4819.4 nscaf2930 4055933 4064329 3 3.5
BGIBMGA008876-PA pra71.1 nscaf2930 3869826 3874165 3 3.5
BGIBMGA008877-PA pra71.2 nscaf2930 3808995 3811141 3 3.5
BGIBMGA008878-PA pra71.4 nscaf2930 3796549 3796992 3 3.5
BGIBMGA008880-PA pra2305.10 nscaf2930 3764878 3775222 3 3.5
BGIBMGA008881-PA pra11.14 nscaf2930 3729671 3733265 3 3.5
BGIBMGA008882-PA pra11.12 nscaf2930 3709541 3726522 3 3.5
BGIBMGA008882-PA pra11.13 nscaf2930 3709541 3726522 3 3.5
BGIBMGA008882-PA pra113.83 nscaf2930 3709541 3726522 3 3.5
BGIBMGA008882-PA pra41289.29 nscaf2930 3709541 3726522 3 3.5
BGIBMGA008883-PA pra11.10 nscaf2930 3679024 3682236 3 3.5
BGIBMGA008884-PA pra11.8 nscaf2930 3641406 3644045 3 3.5
BGIBMGA008886-PA pra11.6 nscaf2930 3597845 3598834 3 3.5
BGIBMGA008887-PA pra11.5 nscaf2930 3571098 3573855 3 3.5
BGIBMGA008890-PA pra11.4 nscaf2930 3495279 3498562 3 3.5
BGIBMGA008891-PA pra11.2 nscaf2930 3486641 3491290 3 3.5
BGIBMGA008892-PA pra1122.2 nscaf2930 3351247 3353811 3 3.5
BGIBMGA008893-PA pra1122.5 nscaf2930 3316706 3319085 3 3.5
BGIBMGA008895-PA pra1122.9 nscaf2930 3235427 3240983 3 3.5
BGIBMGA008896-PA pra70.4 nscaf2930 2608242 2614953 3 3.5
BGIBMGA008896-PA pra814.15 nscaf2930 2608242 2614953 3 3.5
BGIBMGA008897-PA pra814.11 nscaf2930 2568255 2582143 3 3.5
BGIBMGA008898-PA pra814.10 nscaf2930 2508556 2511246 3 3.5
BGIBMGA008899-PA pra814.7 nscaf2930 2484730 2485753 3 3.5
BGIBMGA008900-PA pra814.5 nscaf2930 2471925 2474746 3 3.5
BGIBMGA008902-PA pra619.11 nscaf2930 2396813 2403274 3 3.5
BGIBMGA008903-PA pra619.7 nscaf2930 2341466 2343036 3 3.5
BGIBMGA008904-PA pra619.5 nscaf2930 2303442 2333871 3 3.5
BGIBMGA008905-PA pra40836.1 nscaf2930 2222467 2223003 3 3.5
BGIBMGA008906-PA pra661.1 nscaf2930 1981190 1993466 3 3.5
BGIBMGA008906-PA pra661.9 nscaf2930 1981190 1993466 3 3.5
BGIBMGA008908-PA pra661.10 nscaf2930 1843816 1846406 3 3.5
BGIBMGA008909-PA pra661.11 nscaf2930 1835127 1839062 3 3.5
BGIBMGA008910-PA pra661.13 nscaf2930 1816975 1823616 3 3.5
BGIBMGA008911-PA pra661.15 nscaf2930 1796107 1815308 3 3.5
BGIBMGA008912-PA pra661.16 nscaf2930 1791162 1793804 3 3.5
BGIBMGA008913-PA pra197.17 nscaf2930 1728276 1730569 3 3.5
BGIBMGA008913-PA pra430.71 nscaf2930 1728276 1730569 3 3.5
BGIBMGA008913-PA pra430.72 nscaf2930 1728276 1730569 3 3.5
BGIBMGA008913-PA pra515.11 nscaf2930 1728276 1730569 3 3.5
BGIBMGA008914-PA pra515.8 nscaf2930 1708014 1724290 3 3.5
BGIBMGA008915-PA pra515.4 nscaf2930 1477271 1477996 3 3.5
BGIBMGA008916-PA pra515.2 nscaf2930 1439184 1440757 3 3.5
BGIBMGA008917-PA pra515.1 nscaf2930 1425058 1437353 3 3.5
BGIBMGA008917-PA pra661.26 nscaf2930 1425058 1437353 3 3.5
BGIBMGA008918-PA pra661.29 nscaf2930 1238902 1256490 3 3.5
BGIBMGA008919-PA pra661.25 nscaf2930 1209137 1213484 3 3.5
BGIBMGA008920-PA pra661.23 nscaf2930 1177728 1197345 3 3.5
BGIBMGA008921-PA pra661.20 nscaf2930 1090344 1091344 3 3.5
BGIBMGA008922-PA pra2305.24 nscaf2930 1042870 1049622 3 3.5
BGIBMGA008923-PA pra2305.22 nscaf2930 1021047 1029125 3 3.5
BGIBMGA008924-PA pra11.20 nscaf2930 988905 1000773 3 3.5
BGIBMGA008925-PA pra11.19 nscaf2930 981494 982232 3 3.5
BGIBMGA008926-PA pra11.17 nscaf2930 933129 955405 3 3.5
BGIBMGA008926-PA pra16510.1 nscaf2930 933129 955405 3 3.5
BGIBMGA008926-PA pra29721.1 nscaf2930 933129 955405 3 3.5
BGIBMGA008927-PA pra11.21 nscaf2930 920482 927905 3 3.5
BGIBMGA008928-PA pra11.23 nscaf2930 856161 859767 3 3.5
BGIBMGA008929-PA pra11.25 nscaf2930 826667 847073 3 3.5
BGIBMGA008929-PA pra11.32 nscaf2930 826667 847073 3 3.5
BGIBMGA008929-PA pra16483.1 nscaf2930 826667 847073 3 3.5
BGIBMGA008930-PA pra11.27 nscaf2930 796358 798409 3 3.5
BGIBMGA008931-PA pra11.30 nscaf2930 728037 760073 3 3.5
BGIBMGA008933-PA pra303.8 nscaf2930 188972 197797 3 3.5
BGIBMGA008934-PA pra303.6 nscaf2930 172329 176885 3 3.5
BGIBMGA008935-PA pra303.4 nscaf2930 99036 103148 3 3.5
BGIBMGA008936-PA pra303.2 nscaf2930 71327 73303 3 3.5
BGIBMGA008938-PA pra303.5 nscaf2930 167068 170931 3 3.5
BGIBMGA008939-PA pra303.7 nscaf2930 183136 187759 3 3.5
BGIBMGA008943-PA pra11.31 nscaf2930 713872 717956 3 3.5
BGIBMGA008944-PA pra11.29 nscaf2930 762800 763534 3 3.5
BGIBMGA008945-PA pra11.28 nscaf2930 784355 790226 3 3.5
BGIBMGA008946-PA pra11.26 nscaf2930 807627 823006 3 3.5
BGIBMGA008948-PA pra11.24 nscaf2930 873259 880001 3 3.5
BGIBMGA008950-PA pra11.22 nscaf2930 915267 917354 3 3.5
BGIBMGA008951-PA pra11.16 nscaf2930 929556 930548 3 3.5
BGIBMGA008952-PA pra11.18 nscaf2930 959861 979640 3 3.5
BGIBMGA008952-PA pra27880.1 nscaf2930 959861 979640 3 3.5
BGIBMGA008953-PA pra11.15 nscaf2930 1008578 1010195 3 3.5
BGIBMGA008954-PA pra2305.21 nscaf2930 1011767 1019782 3 3.5
BGIBMGA008955-PA pra2305.23 nscaf2930 1037591 1041470 3 3.5
BGIBMGA008956-PA pra21008.1 nscaf2930 1057145 1089981 3 3.5
BGIBMGA008956-PA pra2305.25 nscaf2930 1057145 1089981 3 3.5
BGIBMGA008956-PA pra2305.26 nscaf2930 1057145 1089981 3 3.5
BGIBMGA008956-PA pra2305.31 nscaf2930 1057145 1089981 3 3.5
BGIBMGA008956-PA pra64.53 nscaf2930 1057145 1089981 3 3.5
BGIBMGA008957-PA pra661.21 nscaf2930 1103093 1122440 3 3.5
BGIBMGA008958-PA pra661.22 nscaf2930 1166729 1177220 3 3.5
BGIBMGA008959-PA pra661.24 nscaf2930 1203848 1205584 3 3.5
BGIBMGA008960-PA pra661.28 nscaf2930 1224675 1231773 3 3.5
BGIBMGA008963-PA pra515.5 nscaf2930 1536828 1537381 3 3.5
BGIBMGA008964-PA pra515.6 nscaf2930 1613506 1613982 3 3.5
BGIBMGA008965-PA pra515.7 nscaf2930 1680773 1681378 3 3.5
BGIBMGA008966-PA pra515.9 nscaf2930 1725779 1726339 3 3.5
BGIBMGA008967-PA pra661.19 nscaf2930 1770527 1773761 3 3.5
BGIBMGA008968-PA pra661.17 nscaf2930 1782663 1790335 3 3.5
BGIBMGA008969-PA pra661.12 nscaf2930 1824285 1827326 3 3.5
BGIBMGA008971-PA pra661.7 nscaf2930 2077090 2083326 3 3.5
BGIBMGA008975-PA pra661.3 nscaf2930 2171627 2175156 3 3.5
BGIBMGA008976-PA pra661.2 nscaf2930 2176287 2190645 3 3.5
BGIBMGA008976-PA pra661.5 nscaf2930 2176287 2190645 3 3.5
BGIBMGA008976-PA pra661.6 nscaf2930 2176287 2190645 3 3.5
BGIBMGA008977-PA pra619.1 nscaf2930 2253085 2255136 3 3.5
BGIBMGA008978-PA pra619.2 nscaf2930 2260702 2263402 3 3.5
BGIBMGA008979-PA pra619.3 nscaf2930 2266509 2268290 3 3.5
BGIBMGA008980-PA pra619.4 nscaf2930 2270368 2274950 3 3.5
BGIBMGA008982-PA pra619.6 nscaf2930 2338480 2339760 3 3.5
BGIBMGA008983-PA pra619.8 nscaf2930 2343927 2352130 3 3.5
BGIBMGA008985-PA pra619.9 nscaf2930 2359482 2361425 3 3.5
BGIBMGA008986-PA pra619.10 nscaf2930 2375425 2385142 3 3.5
BGIBMGA008987-PA pra814.4 nscaf2930 2460203 2471704 3 3.5
BGIBMGA008988-PA pra814.6 nscaf2930 2479822 2484042 3 3.5
BGIBMGA008989-PA pra814.8 nscaf2930 2492414 2507936 3 3.5
BGIBMGA008989-PA pra814.9 nscaf2930 2492414 2507936 3 3.5
BGIBMGA008990-PA pra814.16 nscaf2930 2558741 2559538 3 3.5
BGIBMGA008992-PA pra814.12 nscaf2930 2584776 2586158 3 3.5
BGIBMGA008993-PA pra814.13 nscaf2930 2593412 2606281 3 3.5
BGIBMGA008995-PA pra70.3 nscaf2930 2791078 2791874 3 3.5
